AAPL;JPM;MSFT
Date,Open,High,Low,Close,Adj Close,Volume;Date,Open,High,Low,Close,Adj Close,Volume;Date,Open,High,Low,Close,Adj Close,Volume
2020-07-14,94.839996,97.254997,93.877502,97.057503,96.571655,170989200;2020-07-14,98.370003,99.949997,96.639999,98.209999,96.611290,42731700;2020-07-14,206.130005,208.850006,202.029999,208.350006,206.828476,37591800
2020-07-15,98.989998,99.247498,96.489998,97.724998,97.235809,153198000;2020-07-15,100.889999,101.290001,98.650002,99.730003,98.106552,22508400;2020-07-15,209.559998,211.330002,205.029999,208.039993,206.520721,32179400
2020-07-16,96.562500,97.404999,95.904999,96.522499,96.039330,110577600;2020-07-16,98.779999,101.220001,98.550003,100.010002,98.381989,16886900;2020-07-16,205.399994,205.699997,202.309998,203.919998,202.430817,29940700
2020-07-17,96.987503,97.147499,95.839996,96.327499,95.845299,92186800;2020-07-17,100.000000,100.080002,98.139999,98.160004,96.562103,16137700;2020-07-17,204.470001,205.039993,201.389999,202.880005,201.398407,31635300
2020-07-20,96.417503,98.500000,96.062500,98.357498,97.865143,90318000;2020-07-20,97.430000,98.389999,97.260002,97.300003,95.716103,14458100;2020-07-20,205.000000,212.300003,203.009995,211.600006,210.054749,36884800
2020-07-21,99.172501,99.250000,96.742500,97.000000,96.514442,103646000;2020-07-21,97.709999,100.050003,97.639999,99.410004,97.791756,17812300;2020-07-21,213.660004,213.940002,208.029999,208.750000,207.225555,38105800
2020-07-22,96.692497,97.974998,96.602501,97.272499,96.785568,89001600;2020-07-22,99.650002,100.129997,97.529999,98.690002,97.083473,14271200;2020-07-22,209.199997,212.300003,208.389999,211.750000,210.203629,49605700
2020-07-23,96.997498,97.077499,92.010002,92.845001,92.380234,197004400;2020-07-23,98.500000,99.349998,97.970001,98.980003,97.368752,12870200;2020-07-23,207.190002,210.919998,202.149994,202.539993,201.060898,67457000
2020-07-24,90.987503,92.970001,89.144997,92.614998,92.151382,185438800;2020-07-24,99.599998,99.800003,97.940002,98.279999,96.680145,12744200;2020-07-24,200.419998,202.860001,197.509995,201.300003,199.829971,39827000
2020-07-27,93.709999,94.904999,93.480003,94.809998,94.335396,121214000;2020-07-27,97.510002,97.629997,96.169998,96.900002,95.322617,11959100;2020-07-27,201.470001,203.970001,200.860001,203.850006,202.361343,30160900
2020-07-28,94.367500,94.550003,93.247498,93.252502,92.785706,103625600;2020-07-28,96.500000,97.889999,96.500000,97.320000,95.735771,11754300;2020-07-28,203.610001,204.699997,201.740005,202.020004,200.544693,23251400
2020-07-29,93.750000,95.230003,93.712502,95.040001,94.564247,90329200;2020-07-29,97.070000,99.709999,97.000000,99.680000,98.057358,12743500;2020-07-29,202.500000,204.649994,202.009995,204.059998,202.569794,19632600
2020-07-30,94.187500,96.297501,93.767502,96.190002,95.708496,158130000;2020-07-30,97.540001,97.739998,96.050003,97.019997,95.440651,14834800;2020-07-30,201.000000,204.460007,199.570007,203.899994,202.410965,25079600
2020-07-31,102.885002,106.415001,100.824997,106.260002,105.728088,374336800;2020-07-31,96.480003,96.930000,95.250000,96.639999,95.066841,14539500;2020-07-31,204.399994,205.100006,199.009995,205.009995,203.512848,51248000
2020-08-03,108.199997,111.637497,107.892502,108.937500,108.392181,308151200;2020-08-03,97.019997,97.570000,95.849998,96.099998,94.535637,12962800;2020-08-03,211.520004,217.639999,210.440002,216.539993,214.958664,78983000
2020-08-04,109.132500,110.790001,108.387497,109.665001,109.116043,173071600;2020-08-04,95.910004,95.949997,95.029999,95.550003,93.994591,13366200;2020-08-04,214.169998,214.770004,210.309998,213.289993,211.732391,49280100
2020-08-05,109.377502,110.392502,108.897499,110.062500,109.511551,121992000;2020-08-05,95.870003,98.470001,95.720001,97.209999,95.627563,15349700;2020-08-05,214.899994,215.000000,211.570007,212.940002,211.384949,28858600
2020-08-06,110.404999,114.412498,109.797501,113.902496,113.332329,202428800;2020-08-06,97.580002,98.099998,96.540001,97.239998,95.657074,10482100;2020-08-06,212.339996,216.369995,211.550003,216.350006,214.770050,32656800
2020-08-07,113.205002,113.675003,110.292503,111.112503,110.755638,198045600;2020-08-07,96.930000,99.489998,96.559998,99.379997,97.762245,14743700;2020-08-07,214.850006,215.699997,210.929993,212.479996,210.928314,27820400
2020-08-10,112.599998,113.775002,110.000000,112.727501,112.365448,212403600;2020-08-10,100.110001,102.040001,100.029999,100.639999,99.001732,14989900;2020-08-10,211.669998,211.880005,206.350006,208.250000,206.729202,36716500
2020-08-11,111.970001,112.482498,109.107498,109.375000,109.023705,187902400;2020-08-11,103.860001,106.160004,103.510002,103.820000,102.129959,31518600;2020-08-11,207.160004,207.649994,203.139999,203.380005,201.894775,36446500
2020-08-12,110.497498,113.275002,110.297501,113.010002,112.647041,165944800;2020-08-12,106.160004,106.430000,101.709999,102.940002,101.264290,19250200;2020-08-12,205.289993,210.279999,204.750000,209.190002,207.662354,28041400
2020-08-13,114.430000,116.042503,113.927498,115.010002,114.640610,210082000;2020-08-13,102.000000,103.360001,101.639999,102.370003,100.703568,13598600;2020-08-13,209.440002,211.350006,208.149994,208.699997,207.175903,22588900
2020-08-14,114.830002,115.000000,113.044998,114.907501,114.538445,165565200;2020-08-14,101.500000,103.309998,101.419998,102.410004,100.742920,12134400;2020-08-14,208.759995,209.589996,207.509995,208.899994,207.374451,17958900
2020-08-17,116.062500,116.087502,113.962502,114.607498,114.239403,119561600;2020-08-17,101.500000,102.000000,99.529999,99.709999,98.086868,14988000;2020-08-17,209.600006,211.190002,208.919998,210.279999,208.744370,20184800
2020-08-18,114.352501,116.000000,114.007500,115.562500,115.191338,105633600;2020-08-18,99.910004,99.910004,98.120003,98.320000,96.719498,13246500;2020-08-18,210.529999,212.360001,209.210007,211.490005,209.945541,21336200
2020-08-19,115.982498,117.162498,115.610001,115.707497,115.335869,145538000;2020-08-19,98.919998,100.589996,98.339996,98.550003,96.945755,13533000;2020-08-19,211.490005,212.100006,209.250000,209.699997,208.671814,27627600
2020-08-20,115.750000,118.392502,115.732498,118.275002,117.895126,126907200;2020-08-20,97.260002,98.029999,96.800003,97.370003,95.784966,13672600;2020-08-20,209.539993,215.000000,208.910004,214.580002,213.527893,26981500
2020-08-21,119.262497,124.867500,119.250000,124.370003,123.970551,338054800;2020-08-21,97.269997,98.570000,96.940002,97.320000,95.735771,12228300;2020-08-21,213.860001,216.250000,212.850006,213.020004,211.975540,36249300
2020-08-24,128.697495,128.785004,123.937500,125.857498,125.453270,345937600;2020-08-24,98.449997,100.209999,97.419998,100.059998,98.431168,17898300;2020-08-24,214.789993,215.520004,212.429993,213.690002,212.642258,25460100
2020-08-25,124.697502,125.180000,123.052498,124.824997,124.424088,211495600;2020-08-25,101.269997,101.980003,99.800003,100.500000,98.864014,13648900;2020-08-25,213.100006,216.610001,213.100006,216.470001,215.408630,23043700
2020-08-26,126.180000,126.992500,125.082497,126.522499,126.116135,163022400;2020-08-26,99.940002,100.269997,99.050003,99.089996,97.476959,12052400;2020-08-26,217.880005,222.089996,217.360001,221.149994,220.065674,39600800
2020-08-27,127.142502,127.485001,123.832497,125.010002,124.608498,155552400;2020-08-27,99.000000,102.650002,99.000000,102.349998,100.683891,22163900;2020-08-27,222.889999,231.149994,219.399994,226.580002,225.469070,57602200
2020-08-28,126.012497,126.442497,124.577499,124.807503,124.406647,187630000;2020-08-28,103.139999,103.250000,101.809998,102.769997,101.097054,13756700;2020-08-28,228.179993,230.639999,226.580002,228.910004,227.787643,26292900
2020-08-31,127.580002,131.000000,126.000000,129.039993,128.625549,225702700;2020-08-31,102.120003,102.180000,100.019997,100.190002,98.559059,14219400;2020-08-31,227.000000,228.699997,224.309998,225.529999,224.424194,28774200
2020-09-01,132.759995,134.800003,130.529999,134.179993,133.749039,152470100;2020-09-01,99.550003,100.870003,99.040001,100.139999,98.509865,11602100;2020-09-01,225.509995,227.449997,224.429993,227.270004,226.155685,25791200
2020-09-02,137.589996,137.979996,127.000000,131.399994,130.977966,200119000;2020-09-02,99.949997,101.940002,99.559998,101.650002,99.995293,14475700;2020-09-02,227.970001,232.860001,227.350006,231.649994,230.514191,34080800
2020-09-03,126.910004,128.839996,120.500000,120.879997,120.491753,257599600;2020-09-03,103.320000,104.989998,100.639999,101.330002,99.680504,23281200;2020-09-03,229.270004,229.309998,214.960007,217.300003,216.234558,58400300
2020-09-04,120.070000,123.699997,110.889999,120.959999,120.571503,332607200;2020-09-04,104.050003,105.209999,101.370003,103.519997,101.834846,26325500;2020-09-04,215.100006,218.360001,205.190002,214.250000,213.199524,59664100
2020-09-08,113.949997,118.989998,112.680000,112.820000,112.457649,231366600;2020-09-08,102.980003,103.570000,99.480003,99.919998,98.293449,22108600;2020-09-08,206.500000,210.029999,202.199997,202.660004,201.666336,52924300
2020-09-09,117.260002,119.139999,115.260002,117.320000,116.943192,176940500;2020-09-09,100.800003,101.690002,99.559998,100.870003,99.227989,13434000;2020-09-09,207.600006,214.839996,206.699997,211.289993,210.254013,45679000
2020-09-10,120.360001,120.500000,112.500000,113.489998,113.125496,182274400;2020-09-10,101.400002,102.419998,99.639999,99.830002,98.204918,15922800;2020-09-10,213.399994,214.740005,204.110001,205.369995,204.363037,35461500
2020-09-11,114.570000,115.230003,110.000000,112.000000,111.640282,180860300;2020-09-11,99.970001,101.360001,99.589996,101.070000,99.424736,13784300;2020-09-11,207.199997,208.630005,201.240005,204.029999,203.029633,33620100
2020-09-14,114.720001,115.930000,112.800003,115.360001,114.989487,140150100;2020-09-14,101.510002,103.459999,101.370003,102.470001,100.801949,19017400;2020-09-14,204.240005,209.199997,204.029999,205.410004,204.402847,30375800
2020-09-15,118.330002,118.830002,113.610001,115.540001,115.168915,184642000;2020-09-15,102.730003,102.849998,99.139999,99.279999,97.663864,23683000;2020-09-15,208.419998,209.779999,206.929993,208.779999,207.756332,21823900
2020-09-16,115.230003,116.000000,112.040001,112.129997,111.769859,154679000;2020-09-16,99.430000,101.129997,98.760002,99.699997,98.077034,19270600;2020-09-16,210.619995,210.649994,204.639999,205.050003,204.044617,26328100
2020-09-17,109.720001,112.199997,108.709999,110.339996,109.985611,178011000;2020-09-17,98.699997,99.339996,97.709999,98.559998,96.955589,18290100;2020-09-17,200.050003,204.330002,199.960007,202.910004,201.915115,34011300
2020-09-18,110.400002,110.879997,106.089996,106.839996,106.496849,287104900;2020-09-18,97.889999,99.489998,97.440002,98.349998,96.749008,20121600;2020-09-18,202.800003,203.649994,196.250000,200.389999,199.407455,55225300
2020-09-21,104.540001,110.190002,103.099998,110.080002,109.726448,195713800;2020-09-21,95.199997,96.050003,93.820000,95.309998,93.758492,28378800;2020-09-21,197.190002,202.710007,196.380005,202.539993,201.546921,39839700
2020-09-22,112.680000,112.860001,109.160004,111.809998,111.450882,183055400;2020-09-22,94.959999,95.660004,93.669998,94.269997,92.735428,19257000;2020-09-22,205.059998,208.100006,202.080002,207.419998,206.402985,33517100
2020-09-23,111.620003,112.110001,106.769997,107.120003,106.775963,150718700;2020-09-23,94.779999,95.349998,92.660004,92.739998,91.230331,19952700;2020-09-23,207.899994,208.100006,200.029999,200.589996,199.606476,30803800
2020-09-24,105.169998,110.250000,105.000000,108.220001,107.872421,167743300;2020-09-24,92.320000,94.300003,91.379997,92.660004,91.151634,18366500;2020-09-24,199.850006,205.570007,199.199997,203.190002,202.193741,31202500
2020-09-25,108.430000,112.440002,107.669998,112.279999,111.919373,149981400;2020-09-25,92.050003,93.720001,91.870003,93.470001,91.948448,13293100;2020-09-25,203.550003,209.039993,202.539993,207.820007,206.801041,29437300
2020-09-28,115.010002,115.320000,112.779999,114.959999,114.590767,137672400;2020-09-28,95.059998,96.930000,94.349998,96.160004,94.594658,20894100;2020-09-28,210.880005,212.570007,208.059998,209.440002,208.413101,32004900
2020-09-29,114.550003,115.309998,113.570000,114.089996,113.723564,99382200;2020-09-29,96.029999,96.029999,94.330002,95.349998,93.797836,12848200;2020-09-29,209.350006,210.070007,206.809998,207.259995,206.243774,24221900
2020-09-30,113.790001,117.260002,113.620003,115.809998,115.438042,142675200;2020-09-30,95.349998,97.199997,95.260002,96.269997,94.702866,16400600;2020-09-30,207.729996,211.979996,206.539993,210.330002,209.298721,33829100
2020-10-01,117.639999,117.720001,115.830002,116.790001,116.414894,116120400;2020-10-01,97.120003,97.769997,96.029999,96.970001,95.391472,15778700;2020-10-01,213.490005,213.990005,211.320007,212.460007,211.418289,27158400
2020-10-02,112.889999,115.370003,112.220001,113.019997,112.657005,144712000;2020-10-02,95.250000,98.589996,95.089996,97.889999,96.296494,15149600;2020-10-02,208.000000,210.990005,205.539993,206.190002,205.179031,33154800
2020-10-05,113.910004,116.650002,113.550003,116.500000,116.125824,106243800;2020-10-05,98.320000,99.250000,97.529999,99.040001,98.331841,13871900;2020-10-05,207.220001,210.410004,206.979996,210.380005,209.348495,21331600
2020-10-06,115.699997,116.120003,112.250000,113.160004,112.796555,161498200;2020-10-06,100.070000,100.860001,97.510002,98.019997,97.319130,19220400;2020-10-06,208.820007,210.179993,204.820007,205.910004,204.900406,28554300
2020-10-07,114.620003,115.550003,114.129997,115.080002,114.710388,96849000;2020-10-07,98.959999,100.349998,98.669998,99.730003,99.016914,16358500;2020-10-07,207.059998,210.110001,206.720001,209.830002,208.801178,25681100
2020-10-08,116.250000,116.400002,114.589996,114.970001,114.600739,83477200;2020-10-08,100.510002,101.919998,99.900002,101.779999,101.052246,15659000;2020-10-08,210.509995,211.190002,208.320007,210.580002,209.547516,19925800
2020-10-09,115.279999,117.000000,114.919998,116.970001,116.594315,100506900;2020-10-09,102.000000,102.110001,100.110001,101.199997,100.476395,13689100;2020-10-09,211.229996,215.860001,211.229996,215.809998,214.751862,26458000
2020-10-12,120.059998,125.180000,119.279999,124.400002,124.000458,240226800;2020-10-12,101.099998,103.000000,100.849998,102.440002,101.707535,16058000;2020-10-12,218.789993,223.860001,216.809998,221.399994,220.314453,40461400
2020-10-13,125.269997,125.389999,119.650002,121.099998,120.711044,262330500;2020-10-13,103.000000,103.220001,100.260002,100.779999,100.059395,21697300;2020-10-13,222.720001,225.210007,220.429993,222.860001,221.767288,28950800
2020-10-14,121.000000,123.029999,119.620003,121.190002,120.800766,151062300;2020-10-14,101.029999,101.930000,100.099998,100.220001,99.503403,15214900;2020-10-14,223.000000,224.220001,219.130005,220.860001,219.777100,23451700
2020-10-15,118.720001,121.199997,118.150002,120.709999,120.322304,112559200;2020-10-15,99.099998,101.779999,99.040001,101.720001,100.992676,17171200;2020-10-15,217.100006,220.360001,216.009995,219.660004,218.582993,22733100
2020-10-16,121.279999,121.550003,118.809998,119.019997,118.637726,115393800;2020-10-16,101.410004,102.330002,100.720001,101.510002,100.784180,13275000;2020-10-16,220.149994,222.289993,219.320007,219.660004,218.582993,26057900
2020-10-19,119.959999,120.419998,115.660004,115.980003,115.607498,120639300;2020-10-19,101.599998,101.870003,99.559998,99.800003,99.086411,11725700;2020-10-19,220.419998,222.300003,213.720001,214.220001,213.169662,27625800
2020-10-20,116.199997,118.980003,115.629997,117.510002,117.132591,124423700;2020-10-20,100.309998,101.769997,100.120003,100.370003,99.652336,11257100;2020-10-20,215.800003,217.369995,213.089996,214.649994,213.597534,22753500
2020-10-21,116.669998,118.709999,116.449997,116.870003,116.494644,89946000;2020-10-21,100.360001,100.989998,99.330002,99.370003,98.659485,10730500;2020-10-21,213.119995,216.919998,213.119995,214.800003,213.746826,22724900
2020-10-22,117.449997,118.040001,114.589996,115.750000,115.378235,101988000;2020-10-22,99.320000,103.239998,99.309998,102.879997,102.144379,14837200;2020-10-22,213.929993,216.059998,211.699997,214.889999,213.836365,22351500
2020-10-23,116.389999,116.550003,114.279999,115.040001,114.670517,82572600;2020-10-23,103.500000,104.449997,102.930000,103.809998,103.067734,15087600;2020-10-23,215.029999,216.279999,213.160004,216.229996,215.169800,18879600
2020-10-26,114.010002,116.550003,112.879997,115.050003,114.680489,111850700;2020-10-26,102.650002,102.699997,100.250000,101.239998,100.516106,12410700;2020-10-26,213.850006,216.339996,208.100006,210.080002,209.049957,37111600
2020-10-27,115.489998,117.279999,114.540001,116.599998,116.225510,92276800;2020-10-27,100.510002,100.919998,99.160004,99.330002,98.619766,10391700;2020-10-27,211.589996,214.669998,210.330002,213.250000,212.204422,36700300
2020-10-28,115.050003,115.430000,111.099998,111.199997,110.842850,143937800;2020-10-28,97.500000,98.300003,96.070000,96.540001,95.849716,16389500;2020-10-28,207.669998,208.839996,202.100006,202.679993,201.686234,51195600
2020-10-29,112.370003,116.930000,112.199997,115.320000,114.949615,146129200;2020-10-29,96.120003,97.980003,95.239998,97.169998,96.475212,14208800;2020-10-29,204.070007,207.360001,203.369995,204.720001,203.716232,31432600
2020-10-30,111.059998,111.989998,107.720001,108.860001,108.510361,190272600;2020-10-30,97.910004,98.419998,96.230003,98.040001,97.338989,15194500;2020-10-30,203.500000,204.289993,199.619995,202.470001,201.477280,36953700
2020-11-02,109.110001,110.680000,107.320000,108.769997,108.420654,122866900;2020-11-02,99.389999,100.879997,97.860001,100.250000,99.533188,15011600;2020-11-02,204.289993,205.279999,200.119995,202.330002,201.337952,30842200
2020-11-03,109.660004,111.489998,108.730003,110.440002,110.085289,107624400;2020-11-03,103.019997,104.739998,102.690002,103.410004,102.670601,17482600;2020-11-03,203.889999,208.119995,203.119995,206.429993,205.417847,27512000
2020-11-04,114.139999,115.589996,112.349998,114.949997,114.580803,138235500;2020-11-04,101.000000,102.070000,98.930000,100.250000,99.533188,18886500;2020-11-04,214.020004,218.320007,212.419998,216.389999,215.329010,42311800
2020-11-05,117.949997,119.620003,116.870003,119.029999,118.647697,126387100;2020-11-05,101.059998,105.099998,101.000000,104.349998,103.603874,17837400;2020-11-05,222.039993,224.119995,221.149994,223.289993,222.195190,36080100
2020-11-06,118.320000,119.199997,116.129997,118.690002,118.512909,114457900;2020-11-06,105.029999,105.099998,102.389999,102.959999,102.223808,12552800;2020-11-06,222.259995,224.360001,218.029999,223.720001,222.623077,25231900
2020-11-09,120.500000,121.989998,116.050003,116.320000,116.146439,154515300;2020-11-09,113.160004,118.900002,110.349998,116.900002,116.064140,47792400;2020-11-09,224.440002,228.119995,217.880005,218.389999,217.319214,44395000
2020-11-10,115.550003,117.589996,114.129997,115.970001,115.796967,138023400;2020-11-10,117.349998,117.449997,114.690002,116.519997,115.686852,20539300;2020-11-10,214.500000,216.500000,209.720001,211.009995,209.975388,44045100
2020-11-11,117.190002,119.629997,116.440002,119.489998,119.311707,112295000;2020-11-11,116.889999,116.959999,113.959999,114.779999,113.959297,14443400;2020-11-11,212.389999,218.039993,212.199997,216.550003,215.488235,29440800
2020-11-12,119.620003,120.529999,118.570000,119.209999,119.032127,103162300;2020-11-12,112.529999,113.959999,112.059998,113.370003,112.559380,22063000;2020-11-12,217.210007,219.110001,214.460007,215.440002,214.383682,21593900
2020-11-13,119.440002,119.669998,117.870003,119.260002,119.082054,81581900;2020-11-13,114.699997,114.860001,113.570000,114.080002,113.264305,11847900;2020-11-13,216.360001,217.419998,214.160004,216.509995,215.448425,18621100
2020-11-16,118.919998,120.989998,118.150002,120.300003,120.120506,91183000;2020-11-16,117.790001,118.610001,115.730003,117.300003,116.461281,19858600;2020-11-16,214.869995,217.740005,214.520004,217.229996,216.164902,24953300
2020-11-17,119.550003,120.669998,118.959999,119.389999,119.211861,74271000;2020-11-17,115.389999,116.440002,114.580002,116.110001,115.279785,14553200;2020-11-17,216.100006,217.679993,214.080002,214.460007,213.408493,24154100
2020-11-18,118.610001,119.820000,118.000000,118.029999,117.853889,76322100;2020-11-18,117.339996,118.610001,115.199997,115.250000,114.425934,12571200;2020-11-18,213.649994,215.169998,210.929993,211.080002,210.594971,28372800
2020-11-19,117.589996,119.059998,116.809998,118.639999,118.462982,74113000;2020-11-19,114.180000,115.820000,113.559998,115.559998,114.733719,10202500;2020-11-19,211.380005,213.029999,209.929993,212.419998,211.931885,24792700
2020-11-20,118.639999,118.769997,117.290001,117.339996,117.164917,73604300;2020-11-20,114.430000,115.650002,114.089996,114.570000,113.750801,12718900;2020-11-20,212.199997,213.289993,210.000000,210.389999,209.906555,22843100
2020-11-23,117.180000,117.620003,113.750000,113.849998,113.680122,127959300;2020-11-23,116.050003,118.169998,115.570000,117.870003,117.027206,13209200;2020-11-23,210.949997,212.289993,208.160004,210.110001,209.627197,25683500
2020-11-24,113.910004,115.849998,112.589996,115.169998,114.998154,113874200;2020-11-24,120.070000,123.500000,119.709999,123.320000,122.438232,20121600;2020-11-24,209.589996,214.250000,208.860001,213.860001,213.368576,33979700
2020-11-25,115.550003,116.750000,115.169998,116.029999,115.856873,76499200;2020-11-25,121.370003,122.379997,120.470001,122.029999,121.157455,11715600;2020-11-25,215.110001,215.289993,212.460007,213.869995,213.378555,21012900
2020-11-27,116.570000,117.489998,116.220001,116.589996,116.416031,46691300;2020-11-27,122.000000,122.349998,121.080002,121.220001,120.353249,5983600;2020-11-27,214.850006,216.270004,214.039993,215.229996,214.735428,14512200
2020-11-30,116.970001,120.970001,116.809998,119.050003,118.872368,169410200;2020-11-30,120.000000,120.720001,117.769997,117.879997,117.037125,14411800;2020-11-30,214.100006,214.759995,210.839996,214.070007,213.578094,33064800
2020-12-01,121.010002,123.470001,120.010002,122.720001,122.536896,128166800;2020-12-01,120.339996,121.580002,119.629997,119.739998,118.883827,12678200;2020-12-01,214.509995,217.320007,213.350006,216.210007,215.713181,30931300
2020-12-02,122.019997,123.370003,120.889999,123.080002,122.896355,89004200;2020-12-02,119.699997,122.309998,119.269997,122.040001,121.167389,10811300;2020-12-02,214.880005,215.470001,212.800003,215.369995,214.875107,23724500
2020-12-03,123.519997,123.779999,122.209999,122.940002,122.756569,78967600;2020-12-03,121.849998,121.889999,120.360001,121.239998,120.373100,12904400;2020-12-03,214.610001,216.380005,213.649994,214.240005,213.747711,25120900
2020-12-04,122.599998,122.860001,121.519997,122.250000,122.067596,78260400;2020-12-04,122.480003,123.290001,121.690002,122.339996,121.465240,13583700;2020-12-04,214.220001,215.380005,213.179993,214.360001,213.867432,24666000
2020-12-07,122.309998,124.570000,122.250000,123.750000,123.565353,86712000;2020-12-07,121.150002,122.169998,120.209999,121.879997,121.008530,9724300;2020-12-07,214.369995,215.539993,212.990005,214.289993,213.797577,24620000
2020-12-08,124.370003,124.980003,123.089996,124.379997,124.194412,82225500;2020-12-08,121.040001,122.330002,120.760002,122.000000,121.127670,9592100;2020-12-08,213.970001,216.949997,212.889999,216.009995,215.513626,23284100
2020-12-09,124.529999,125.949997,121.000000,121.779999,121.598289,115089200;2020-12-09,123.169998,123.300003,120.440002,121.050003,120.184471,13073900;2020-12-09,215.160004,215.229996,211.210007,211.800003,211.313309,32440600
2020-12-10,120.500000,123.870003,120.150002,123.239998,123.056114,81312200;2020-12-10,119.989998,120.779999,119.559998,120.269997,119.410042,13668400;2020-12-10,211.770004,213.080002,210.360001,210.520004,210.036255,26733300
2020-12-11,122.430000,122.760002,120.550003,122.410004,122.227356,86939800;2020-12-11,118.940002,120.019997,118.370003,119.559998,118.705116,9981600;2020-12-11,210.050003,213.320007,209.110001,213.259995,212.769943,30979400
2020-12-14,122.599998,123.349998,121.540001,121.779999,121.598289,79184500;2020-12-14,121.339996,121.419998,118.110001,118.300003,117.454132,12112400;2020-12-14,213.100006,216.210007,212.880005,214.199997,213.707794,28798400
2020-12-15,124.339996,127.900002,124.129997,127.879997,127.689186,157572300;2020-12-15,119.290001,120.900002,118.620003,120.320000,119.459686,12591400;2020-12-15,215.169998,215.419998,212.240005,214.130005,213.637955,27018100
2020-12-16,127.410004,128.369995,126.559998,127.809998,127.619293,98208600;2020-12-16,120.300003,121.080002,119.860001,120.669998,119.807182,11169400;2020-12-16,214.750000,220.110001,214.720001,219.279999,218.776123,35023300
2020-12-17,128.899994,129.580002,128.039993,128.699997,128.507965,94359800;2020-12-17,121.260002,121.449997,119.580002,119.669998,118.814331,11618000;2020-12-17,219.869995,220.889999,217.919998,219.419998,218.915802,32515800
2020-12-18,128.960007,129.100006,126.120003,126.660004,126.471016,192541500;2020-12-18,119.139999,119.879997,118.269997,119.080002,118.228554,28954800;2020-12-18,218.589996,219.690002,216.020004,218.589996,218.087708,63354900
2020-12-21,125.019997,128.309998,123.449997,128.229996,128.038666,121251600;2020-12-21,123.169998,125.000000,121.089996,123.550003,122.666595,28323600;2020-12-21,217.550003,224.000000,217.279999,222.589996,222.078506,37181900
2020-12-22,131.610001,134.410004,129.649994,131.880005,131.683228,168904800;2020-12-22,123.389999,123.519997,121.610001,121.669998,120.800026,11788200;2020-12-22,222.690002,225.630005,221.850006,223.940002,223.425415,22612200
2020-12-23,132.160004,132.429993,130.779999,130.960007,130.764603,88223700;2020-12-23,122.779999,126.519997,122.349998,125.070000,124.175720,14973200;2020-12-23,223.110001,223.559998,220.800003,221.020004,220.512131,18699600
2020-12-24,131.320007,133.460007,131.100006,131.970001,131.773087,54930100;2020-12-24,125.089996,125.550003,123.570000,124.519997,123.629646,4164900;2020-12-24,221.419998,223.610001,221.199997,222.750000,222.238144,10550600
2020-12-28,133.990005,137.339996,133.509995,136.690002,136.486053,124486200;2020-12-28,125.820000,126.650002,124.790001,125.339996,124.443787,8072600;2020-12-28,224.449997,226.029999,223.020004,224.960007,224.443069,17933500
2020-12-29,138.050003,138.789993,134.339996,134.869995,134.668762,121047300;2020-12-29,126.199997,126.279999,124.889999,125.010002,124.116150,8389200;2020-12-29,226.309998,227.179993,223.580002,224.149994,223.634918,17403200
2020-12-30,135.580002,135.990005,133.399994,133.720001,133.520477,96452100;2020-12-30,125.489998,125.849998,124.900002,125.360001,124.463646,7398000;2020-12-30,225.229996,225.630005,221.470001,221.679993,221.170593,20272300
